date,name,round,amount,chains,sector,category,categoryGroup,source,leadInvestors,otherInvestors,valuation,defillamaId
2018-08-01,Dapix,Seed,2.25,,Dapix empowers the blockchain ecosystem with revolutionary inter-wallet usability.,,,,,"Access Venture Partners, Dundee Venture Capital, FirstMile Ventures, Service Provider Capital",,
2018-07-31,Bitfury Group,,80.0,,Bitfury is the leading full service bitcoin and blockchain technology company.,,,,,"Argenthal, Armat Group, COIND, Crowd Venture Capital, Dentsu Group, Foyer, Galaxy Digital, iTech Capital, Jabre Capital, Korelya Capital, LIAN Group, Macquarie Capital, MACSF, Tor Kenz Capital",,
2018-07-31,Origin Protocol,Seed,6.6,Ethereum,Origin Protocol is a blockchain platform for building decentralized marketplaces.,DeFi,DeFi & CeFi,,Chain Capital,,,
2018-07-30,Ultrain,Series A,20.0,,"Ultrain, a next generation public-blockchain technology venture that focuses on builds a high performance decentralized blockchain platform.",L1,Base Layers & Scaling,,,"8 Decimal Capital, Arrington XRP Capital, Bixin Ventures, Ceyuan Ventures, DHVC, Draper Dragon, FBG Capital, Kosmos Ventures, Mix Capital, Norther Capital, OK Gang Capital, Sailor Capital, Sky9 Capital, Spark Digital Capital",,
2018-07-27,HashFish,Angel Round,1.76,,HashFish provides bitcoin mining software and services.,Mining,Web3 Infrastructure & Tools,,,"Ceyuan Ventures, Ping An Ventures, Shunwei Capital, ZhenFund",,
2018-07-26,MoonX,,29.0,,MoonX is Engineering Powerhouse for FinTech Excellence.,,,,,"BCH Angel Fund, Bitmain, DHVC, Du Capital, Fission Capital, IDG Capital, Linear VC, NGC Ventures, Node Capital, PreAngel",,
2018-07-26,ODX Pte. Ltd,ICO,60.0,,ODX is a data marketplace where publishers and internet service providers transact to deliver free internet access to consumers.,,,,,"Alexander Shulgin, BlockTower Capital, Brock Pierce, Christian de Faria, Distributed Network Advisors, Hexa Labs, Kenetic, Oxygen House, Pantera Capital, Strong Ventures, Wavemaker Genesis",,
2018-07-26,BiUP,,10.0,,BiUP is a currency exchange platform.,,,,,"Creation Capital, LD Capital, Manzi Fund, Mars Finance, Node Capital",,
2018-07-25,Gmex.io,,20.0,,Gmex.io is a professional digital asset derivative trading platform.,Trading,DeFi & CeFi,,,"JRR Group, Milestone, Ontology Global Capital",,
2018-07-24,BlockFi,Debt Financing,50.0,,BlockFi develops a blockchain-driven wealth management platform for crypto investors.,CeFi,DeFi & CeFi,,,,,
2018-07-24,FlipNpik,ICO,2.0,,Information Technology and Services,,,,,,,
2018-07-24,LoanXchain,Grant,1.22,,The first European multilateral secondary marketplace for loans,,,,,,,
2018-07-23,KOOBANK China,Series A,5.45,,KOOBANK is a  Blockchain Start Up Based In China.,,,,"Jiuniu Investment, Yunshan Capital Partners",,,
2018-07-23,Block360.Pro,Series B,4.34,,"Block360.Pro is a blockchain social media, community, and news portal.",News,,,,"BeeLabs, Branch Bank Capital, D&S Capital, Liu Zhe, Lu Ju",,
2018-07-21,Nuri,,3.64,,Nuri empowers people to manage and grow their wealth through innovative technologies.,,,,"coparion, Earlybird Venture Capital",,,
2018-07-20,POINTS Technology,Seed,8.0,,POINTS Technology is the first truly scalable blockchain data collaboration protocol,,,,,"Ceyuan Ventures, Cherubic Ventures, China Chengxin Credit, DHVC, Nest.Bio Ventures",,
2018-07-20,BlockMint,Seed,5.06,,"Distributed networks,  Distributed Systems, Blockchain,  Cryptocurrency,  Machine Learning",,,,,,,
2018-07-20,Grid7,Grant,1.0,,Grid7  is a energy tech company.,,,https://the-blockchain.com/2018/07/19/grid7-gets-1-million-doe-grant-for-decentralized-energy-grid/,US Department of Energy,,,
2018-07-18,Nervos Network,Series A,28.0,Nervos,"Nervos Network is the Multi-asset, Store of Value Blockchain.",L1,Base Layers & Scaling,https://www.techinasia.com/nervos-network-funding,"Sequoia Capital China, Polychain Capital","1Confirmation, 1kx, 500 Startups, Blockchain Capital, Breyer Capital, Ceyuan Ventures, Dekrypt Capital, Distributed Global, FBG Capital, FREES FUND, Huobi Capital, imToken, Kindred Ventures, Matrix Partners China, Multicoin Capital, VY Capital, Struck Crypto, Wanxiang Blockchain",,
2018-07-18,Young Platform,Seed,1.25,,"Young Platform is a brand-new cryptocurrency exchange designed for the next generation of investors. It is safe, quick and easy to use.",Centralized Exchange,DeFi & CeFi,,DeepWell Ventures,,,
2018-07-16,Nineseals,Angel Round,1.5,,Nineseals is a Blockchain based company.,,,,ZhenFund,,,
2018-07-16,StarkWare,Grant,12.0,,STARK-Based Scaling Solutions,L2,Base Layers & Scaling,,Ethereum Foundation,,,chain#starknet
2018-07-16,BLOCKCLOUD,,14.0,,BLOCKCLOUD is a  Blockchain-based Advanced TCP/IP ArchitectureProviding Constant Connectivity for Dynamic Networks.,,,,"Consensus Lab , Kosmos Ventures, Obsidian Capital",,,
2018-07-16,Neng Lian Tech,Series C,4.48,,Neng Lian Tech is a blockchain and digital financial services provider company.,,,,Nanhai Fund Managment,,,
2018-07-13,EON Protocol,Angel Round,2.0,,EON Protocol is a  China based Blockchain Start Up.,,,,"BGOGO, Fission Capital, UpHonest Capital",,,
2018-07-13,Hash World,Series A,2.0,,Blockchain games platform In China.,Gaming,"NFT, Gaming & Metaverse",,"DHVC, Shunwei Capital",,,
2018-07-12,Quadrant Protocol,ICO,15.0,,"Quadrant Protocol is a Blockchain protocol that enables the access, creation, and distribution of data.",,,,"Obsidian Capital, Zeroth.AI",,,
2018-07-12,Stronghold,Seed,3.3,,Stronghold creates virtual payment networks that give developers access legacy and next-generation payment networks through a simple API.,,,,,"Array Ventures, Cantos, Hack VC, Neural Capital, Oyster Ventures, Precursor Ventures, Vinny Lingham",,
2018-07-12,Animoca Brands,Post-IPO Equity,4.5,,Animoca Brands focuses on driving digital property rights via NFTs and gaming to help build the open metaverse.,NFT,"NFT, Gaming & Metaverse",,,,,
2018-07-12,Hash Incubator,Angel Round,2.0,,Hash Incubator is a Blockchain company.,,,,,"23Seed, JRR Group, Next Blockchain Capital",,
2018-07-12,Bhex.com,,15.0,,BHEX is the next generation digital asset trading platform.,Trading,DeFi & CeFi,,,"Node Capital, Okcoin, Plum Ventures, Ventech China",,
2018-07-10,BeeStore,Series A,3.03,,BeeStore is a Blockchain platform.,L1,Base Layers & Scaling,,,,,
2018-07-10,Rebel,Series A,5.24,,"Alternative Online Lending, FinTech, online credit, Personal financial management",,,,"Monashees, XP Inc",,,
2018-07-10,Govurn,,2.0,,"Decision Management System and Platform for governance, elections, voting, and surveys.",,,,Reflective Venture Partners,,,
2018-07-09,Immutable Systems,Seed,2.4,,Immutable Systems delivers a radically new approach to cloud security.,Cloud Security,,https://www.smartcompany.com.au/startupsmart/news/having-raised-2-4-million-in-seed-funding-the-sibling-co-founders-of-fuel-games-are-out-to-change-the-face-of-esports/,"Nirvana Capital, Continue Capital","Coinbase Ventures, Sora Ventures",,
2018-07-09,The Blockchainer,Corporate Round,3.02,,The Blockchainer is a blockchain service provider.,,,,,"J One Capital, JRR Group, Ontology Global Capital, Timestamp Capital",,
2018-07-09,GlobaliD,Series A,6.0,,"Create and manage your own portable, digital identity with globaliD.",Digital Identity,"Social, DAO & Identity",,,"500 Startups, AltaIR Capital, Arbor Ventures, Hard Yaka, Monex Ventures",,
2018-07-09,Oasis Labs,,45.0,,cloud-computing platform,Infrastructure,Web3 Infrastructure & Tools,https://cointelegraph.com/news/platform-for-enterprise-blockchain-adoption-nets-45-mln-from-a16zcrypto-binance,a16z,"Binance Labs, Pantera Capital, Accel",,
2018-07-06,Zero Hash,,6.0,,Zero Hash is a B2B digital assets-as-a-service technology platform that offers turnkey solutions such as NFTs for its clients.,NFT,"NFT, Gaming & Metaverse",,Struck Crypto,,,
2018-07-06,InVault CN,Angel Round,3.02,,Blockchain-based financial services platform.,,,,Matrix Partners China,,,
2018-07-06,BitCV,Seed,1.51,,BitCV is a blockchain digital asset service engine.,,,,,,,
2018-07-03,Security Token Group,Seed,1.0,,Security Token Group is an organization dedicated to helping foster the digital securities and tokenized securities industry.,,,,,,,
2018-07-01,PRIMPY,ICO,3.0,,"Primpy is a community-generated platform that connects the fashion industry through technology, usability, transparency and simplicity.",,,,,,,
2018-07-01,Portion,Seed,3.6,,A marketplace for NFTs & art.,NFT,"NFT, Gaming & Metaverse",,,,,
2018-07-01,Accelerate Financial Technologies,Seed,1.0,,Accelerate Financial Technologies develops a suite of exchange-traded hedge funds and alternative strategies.,Trading,DeFi & CeFi,,,,,
2018-07-01,Transparent Financial Systems,Seed,8.0,,Unlock Payments. Unleash Possibilities.,,,,Vulcan Capital,,,
2018-06-30,The Block,Seed,2.0,,The Block is the first and final word in digital assets.,News,,,,"ACME Capital, Anil D. Aggarwal, Blockchange Ventures, Bloomberg Beta, Bollinger Investment Group, Boost VC, Floodgate, GGV Capital, Greycroft, Rubicon Venture Capital, Social Starts, Stoic Capital, The Fund",,
2018-06-30,Figment,Pre-Seed,1.0,,"Figment supports the adoption, growth and long term success of the Web 3 ecosystem.",,,,,,,
2018-06-30,Gmex.io,,7.55,,Gmex.io is a professional digital asset derivative trading platform.,Trading,DeFi & CeFi,,DominateFund,,,
2018-06-29,BlockFi,Seed,2.33,,BlockFi develops a blockchain-driven wealth management platform for crypto investors.,CeFi,DeFi & CeFi,,"ConsenSys Ventures, Galaxy Digital, PJC",,,
2018-06-29,Unlock,Pre-Seed,1.68,,Unlock is an access control protocol built on blockchain that let creators monetize their content without relying on a middleman. ,,,,,"Betaworks Ventures, Cherry Ventures, Coinbase Ventures, ConsenSys Ventures, General Catalyst, Kindred Ventures, La Famiglia, Script Capital",,
2018-06-28,Blocknative,,2.0,,Blocknative is a provider of real-time blockchain transaction management and monitoring solutions for public blockchain networks.,Analytics,"AI, Analytics & Data",,Foundry Group,,,
2018-06-28,DRsafe,Angel Round,1.51,,DRsafe is a Blockchain platform.,L1,Base Layers & Scaling,,,,,
2018-06-28,High Performance Blockchain,Series A,20.0,HPB,High Performance Blockchain is a Blockchain platform.,L1,Base Layers & Scaling,,,"8btc.com, Bixin Ventures, Okcoin, StarWin Capital",,
2018-06-28,Unblockable,,5.0,,"Unblockable empowers sports fans to buy, sell, and use blockchain based digital collectibles of individual athletes.",,,,"Lightspeed Venture Partners, Shasta Ventures",,,
2018-06-28,Hoo Technology,Angel Round,4.53,,Hoo Technology is a Blockchain platform.,L1,Base Layers & Scaling,,,,,
2018-06-27,TokenGazer,Angel Round,2.27,,"TokenGazer is blockchain research institution from China, dedicating to tech depth review, blockchain data analytics and crypto valuation.",Analytics,"AI, Analytics & Data",,"Biyun Technology, Sohu.com",,,
2018-06-25,ChaoEX,Series A,2.55,,ChaoEX is a Blockchain company.,,,,Cherubic Ventures,,,
2018-06-25,Metronome,ICO,12.11,Ethereum,Metronome is a new cryptocurrency focused on making greater decentralization possible and delivering institutional-class endurance.,,,,,"Arbi Khodagholian, Block Ventures, Genesis One Capital",,233
2018-06-25,DAV,ICO,24.5,,"DAV is a blockchain-based transportation platform. We enable vehicles to discover, communicate, and transact with one another.",,,,,,,
2018-06-25,Tatatu,ICO,575.0,,Social Entertainment Platform,Social Platform,,https://www.the-blockchain.com/2018/06/25/whats-behind-the-575-million-tatatu-private-sale/,,,,
2018-06-25,Block Star,Angel Round,1.53,,Block Star is a Blockchain company.,,,,,,,
2018-06-25,Celo,,6.5,Celo,Celo is an open platform that makes financial tools accessible to anyone with a mobile phone.,L1,Base Layers & Scaling,,,"a16z, Arianna Simpson, Avichal Garg, Coinbase Ventures, Curious Endeavors, Elad Gil, Future Perfect Venture , General Catalyst, Jack Dorsey, Kilowatt Capital LLC, Lakestar, Naval Ravikant, Nima Capital, Polychain, Social Capital, SV Angel, Version One Ventures",,chain#celo
2018-06-25,SafeWire,Seed,3.0,,SafeWire provides software to title companies to combat wire fraud in real estate transactions.,Cybersecurity,Security & Audits,,,"Aspect Ventures, Fintech71, LOUD Capital, NCT Ventures, Precursor Ventures, Rev1 Ventures, Revolution, Social Capital",,
2018-06-22,Fantom Foundation,,40.0,Fantom,FANTOM is the world's first DAG based smart contract platform.,L1,Base Layers & Scaling,,,"8 Decimal Capital, Arrington XRP Capital, Bibox Fund, DHVC, Elysium Venture Capital, Hyperchain Capital, JRR Group, Link VC, Nirvana Venture Advisors, Obsidian Capital, Signum Capital",,chain#fantom
2018-06-22,Chexianglian,Angel Round,20.0,,Chexianglian is a Shenzhen Based  Blockchain Start Up.,,,,Grand Shores Ventures,,,
2018-06-22,ZG.com,Series A,20.0,,China Based  Blockchain	Start Up,,,,"Happy East Capital, Sky9 Capital",,,
2018-06-22,Proof Media Inc.,Corporate Round,1.0,,A platform which leverages the wisdom of the crowds to establish truth.,,,,Reflective Venture Partners,,,
2018-06-21,Online Blockchain Technologies,ICO,6.0,,The Online (OIO) token is an unique digital asset.,L1,Base Layers & Scaling,,,,,
2018-06-21,Conio,Series A,3.5,,"Conio's mission is to help you understand and handle Bitcoin. The Conio Bitcoin Wallet lets you buy, sell and keep Bitcoins safe.",Infrastructure,Web3 Infrastructure & Tools,,Banca Sella Group,,,
2018-06-21,Ankr,,15.0,"BSC, Ethereum, Avalanche, Fantom, Polkadot, Kusama, Gnosis",Ankr is a Web3-native infrastructure platform that specializes blockchain development and decentralization.,Infrastructure,Web3 Infrastructure & Tools,,,"Bixin Ventures, BlockVC, DHVC, JD Capital, Link VC, MapleBlock Capital, NGC Ventures, OK Blockchain Capital, Pantera Capital",,278
2018-06-21,Drip Capital,Series A,15.0,,Drip Capital offers trade financing product targeted towards SMEs in developing markets.,Trading,DeFi & CeFi,,,"Accel, Sequoia Capital India, Wing Venture Capital, Y Combinator",,
2018-06-21,Slife,Seed,15.0,,Hangzhou based Blockchain company.,,,,,"Canaan Partners, Collinstar Capital, Funcity Capital, Timestamp Capital, Wanxiang Blockchain",,
2018-06-21,CoinMex,Angel Round,15.4,,CoinMex is a one-stop digital asset exchange platform.,Centralized Exchange,DeFi & CeFi,,,"Aqua Fund, BKFUND, Elysium Venture Capital, Fenbushi Capital, GF Network, Sparkling StarCapital",,
2018-06-21,Lambda,Series A,3.08,,Adecentralized application infrastructure  Lambda.,,,,,"DFund, Metropolis Venture Partners, ZhenFund",,
2018-06-21,Bizhihui.vip,Seed,1.54,,Guangzhou based Blockchain company.,,,,,"OK Blockchain Capital, Shubei Investment",,
2018-06-21,WISeKey,Post-IPO Debt,1.0,,"WISeKey is a cybersecurity company using blockchain, AI, IoT technologies, and security to counterfeit fraud of bankcard and transactions.",Cybersecurity,Security & Audits,,,,,
2018-06-21,TradeIX,Series A,16.0,,TradeIX is an open platform for global trade finance powered by distributed ledger technology.,Trading,DeFi & CeFi,,,"BNP Paribas Private Equity, ING Ventures, Kistefos Venture Capital, Tech Mahindra",,
2018-06-21,Mighty Action Heroes (Mighty Bear Games),Seed,2.5,,Web3 multi-platform game studio,Gaming,"NFT, Gaming & Metaverse",https://venturebeat.com/games/singapore-game-studio-mighty-bear-raises-funding-for-online-games/,,"Skycatcher, Everblue, M Ventures, Global Founders Capital, Lev Leviev",,
2018-06-20,StreetCred,Seed,1.0,,StreetCred offers accessible data for places people care about.,,,,,"Bowery Capital, Notation Capital, Studio VC, Wonder Ventures",,
2018-06-19,Bitmain,Series B,292.7,,Bitcoin Mining,Infrastructure,Web3 Infrastructure & Tools,https://www.coindesk.com/markets/2018/09/26/bitcoin-mining-giant-bitmain-just-officially-filed-for-an-ipo/,SCC Venture,"SC GGFIII, China Taijia, Blue Lighthouse, Coatue, EDBI, Rising Delight Enterprises, FreeS Bit SPV Fund, Richway Investment, Han Guang Capital, FBH Partners",,
2018-06-19,Xriba,ICO,12.6,,Xriba is the first protocol and API layer to link the decentralized payment service to business accounting.,,,,,,,
2018-06-19,Global Processing Services,Private Equity,57.96,,"Global Processing Services offers a platform that processes payments and manages credit, debit, and prepaid card transactions.",,,,Dunedin LLP,,,
